c52feda9-2191-4692-b8ec-3bd788a436ee,Emily Thomas on Wildly Implausible Metaphysics,"<p>Some philosophers have drawn very strange conclusions about the nature of reality. Despite this <a href= ""https://www.dur.ac.uk/research/directory/staff/?id=15319"">Emily Thomas</a> believes that their work may still be worth studying. They usually have had good reasons for what they concluded. In this episode of the <a href=""http://www.philosophybites.com"">Philosophy Bites</a> podcast she discusses several wildly implausible metaphysical theories with <a href= ""https://en.wikipedia.org/wiki/Nigel_Warburton"">Nigel Warburton</a>. </p> <p>We are grateful for support from the <a href= ""https://marcsandersfoundation.org"">Marc Sanders Foundatio</a>n and from our Patreon donors. </p>","Mon, 21 Oct 2019 13:10:54 +0000",http://traffic.libsyn.com/philosophybites/Emily_Thomas_on_Wildly_Implausible_Metaphysics.mp3?dest-id=14010
c52feda9-2191-4692-b8ec-3bd788a436ee,James Wilson,"<p>Are thought experiments the best way of doing practical ethics? Not according to <a href= ""https://www.ucl.ac.uk/philosophy/people/permanent-academic-staff/james-wilson""> James Wilson</a>. He thinks we need the rich detail of real cases or complex imaginary cases not a simplified version of reality to make sense of the moral problems we face. </p> <p>We are grateful for support for this episode from the <a href= ""https://marcsandersfoundation.org/"">Marc Sanders Foundation</a> and from our supporters on Patreon. </p>","Sat, 21 Sep 2019 20:06:29 +0000",http://traffic.libsyn.com/philosophybites/James_Wilson_on_Real_World_Ethics.mp3?dest-id=14010
c52feda9-2191-4692-b8ec-3bd788a436ee,Kate Kirkpatrick on the life and work of Simone de Beauvoir,"<p>In this episode of the <a href= ""http://www.philosophybites.com"">Philosophy Bites podcast</a>, <a href=""https://www.kcl.ac.uk/people/kate-kirkpatrick"">Kate Kirkpatrick</a>, author of a new biography of Beauvoir, <em>Becoming Beauvoir</em>, discusses the relationship between the life and work of Simone de Beauvoir. Beauvoir is often portrayed as applying Jean-Paul Sartre's existentialism to the condition of women. Is this a fair assessment?</p> <p>We are grateful for support from the <a href= ""https://marcsandersfoundation.org/"">Marc Sanders Foundation</a>. </p>","Mon, 08 Jul 2019 15:16:16 +0000",http://traffic.libsyn.com/philosophybites/_Kate_Kirkpatrick_on_the_Life_and_Thought_of_Simone_de_Beauvoir.mp3?dest-id=14010
c52feda9-2191-4692-b8ec-3bd788a436ee,Kathleen Stock on What is a Woman?,"<p><span style=""font-size: 12pt;"">'What is a woman?' has become a contentious question with practical implications. The philosopher <a href=""http://www.sussex.ac.uk/profiles/127266"">Kathleen Stock</a> gives an account of the category 'woman' and how we should think about it. She gives a different answer to this question which Amia Srinivassan addressed in a <a href= ""https://philosophybites.com/2017/01/amia-srinivasan-on-what-is-a-woman.html""> previous Philosophy Bites interview on this topic</a>.</span></p>","Tue, 21 May 2019 17:04:39 +0000",http://traffic.libsyn.com/philosophybites/Kathleen_Stock_on_What_is_a_Woman_.mp3?dest-id=14010
c52feda9-2191-4692-b8ec-3bd788a436ee,Christian Miller on the Character Gap,"<p><a href=""http://philosophy.wfu.edu/miller/"">Christian Miller</a> believes that there is a character gap, a gap between what we think we are like morally and how we actually behave. In this episode of the <a href=""http://www.philosophybites.com"">Philosophy Bites</a> podcast he explores the psychology of moral behaviour, and how we can become better people. </p> <p>We are grateful for support from the <a href= ""https://marcsandersfoundation.org/"">Marc Sanders Foundation</a>. </p>","Mon, 25 Feb 2019 10:53:47 +0000",http://traffic.libsyn.com/philosophybites/Christian_Miller_on_the_Character_Gap.mp3?dest-id=14010
c52feda9-2191-4692-b8ec-3bd788a436ee,Philip Pettit on the Birth of Ethics,"<p>Where did ethics come from? <a href= ""https://www.princeton.edu/~ppettit/"">Philip Pettit</a> tells an 'as if' story about the birth of ethics that is designed to illuminate what ethics is and why it evolved on this episode of the <a href=""http://www.philosophybites.com"">Philosophy Bites</a> podcast.</p> <p>We are grateful for support from the <a href= ""https://marcsandersfoundation.org/"">Marc Sanders Foundation</a> and from Patreon donors for this episode. </p>","Mon, 25 Feb 2019 10:22:02 +0000",http://traffic.libsyn.com/philosophybites/Philip_Pettit_on_the_Birth_of_Ethics.mp3?dest-id=14010
c52feda9-2191-4692-b8ec-3bd788a436ee,Helen Beebee on Possible Worlds,"<p>Philosophers often talk about possible worlds. Is this just a way of describing counterfactual situations? As <a href= ""https://www.research.manchester.ac.uk/portal/Helen.Beebee.html"">Helen Beebee</a> explains, some of them believe that possible worlds actually exist. This episode of the <a href= ""http://www.philosophybites.com"">Philosophy Bites</a> podcast is supported by the <a href= ""http://www.marcsandersfoundation.org/"">Marc Sanders Foundation</a> and by Patreon donations. </p>","Mon, 14 Jan 2019 12:28:45 +0000",http://traffic.libsyn.com/philosophybites/Helen_Beebee_on_Possible_Worlds.mp3?dest-id=14010
c52feda9-2191-4692-b8ec-3bd788a436ee,Paul Sagar on Scepticism about Philosophy,"<p><span style=""font-size: 12pt;"">Throughout its history there have been challenges to the status of philosophy. <a href= ""https://prsagar.wordpress.com/"">Paul Sagar</a> discusses some of these in this episode of the Philosophy Bites podcast.</span></p> <p><span style=""font-size: 12pt;"">We are grateful for support from the <a href=""http://www.marcsandersfoundation.org/"">Marc Sanders Foundation</a> in making this podcast, and for donations from Patreon patrons. </span></p>","Tue, 27 Nov 2018 16:09:16 +0000",http://traffic.libsyn.com/philosophybites/Paul_Sagar_on_Scepticism_about_Philosophy.mp3?dest-id=14010
c52feda9-2191-4692-b8ec-3bd788a436ee,Katherine Hawley on Trustworthiness,"<p>Is it always good to be trustworthy? Can trustworthiness come into conflict with other values, such as generosity? <a href= ""https://www.st-andrews.ac.uk/philosophy/dept/staffprofiles/?staffid=104""> Katherine Hawley</a> discusses these and other questions about trustworthiness with Nigel Warburton in this episode of the <a href=""http://www.philosophybites.com"">Philosophy Bites</a> podcast. </p> <p>We are grateful for support from the <a href= ""http://www.marcsandersfoundation.org/"">Marc Sanders Foundation</a> and from our <a href= ""https://www.patreon.com/user?u=282403"">Patreon</a> subscribers for this episode. </p>","Sun, 07 Oct 2018 17:10:51 +0000",http://traffic.libsyn.com/philosophybites/Katherine_Hawley_on_Trustworthiness.mp3?dest-id=14010
c52feda9-2191-4692-b8ec-3bd788a436ee,Teresa Bejan on Civility,"<p>Civility is a conversational virtue that governs how people talk to each other. How important is it in political life? In this episode of the <a href=""http://www.philosophybites.com"">Philosophy Bites</a> podcast <a href= ""https://www.politics.ox.ac.uk/academic-staff/teresa-bejan.html"">Teresa Bejan</a> discusses this manner of speaking and writing and its history. </p> <p>We are grateful for sponsorship for this episode from the <a href=""http://www.marcsandersfoundation.org/"">Marc Sanders Foundation</a> and from our <a href= ""https://www.patreon.com/user?u=282403"">Patreon patrons</a>. </p>","Mon, 20 Aug 2018 17:05:06 +0000",http://traffic.libsyn.com/philosophybites/Teresa_Bejan_on_Civility.mp3?dest-id=14010
